MQ2,MQ3,MQ5,MQ8,MQ135
62,95,6,89,615
46,101,12,87,604
55,103,11,78,595
56,101,16,84,599
57,102,17,81,595
53,107,16,81,598
52,101,17,85,597
50,98,16,83,599
49,101,18,84,600
51,101,16,85,597
46,97,17,88,607
42,110,23,93,617
47,114,16,85,594
57,95,19,72,596
49,117,20,94,609
43,103,15,85,598
52,102,7,93,615
45,100,28,73,602
51,102,16,87,597
53,102,17,81,594
55,103,15,86,602
57,100,13,85,599
49,102,15,82,601
51,102,17,86,598
54,103,16,89,597
49,98,17,84,596
57,102,13,84,598
43,109,23,100,606
67,93,8,94,611
53,102,9,100,613
59,94,6,81,596
49,100,16,84,591
57,94,20,90,614
67,91,14,78,595
52,103,15,88,599
53,100,18,84,605
52,101,10,84,599
51,98,18,87,601
51,97,13,87,603
52,99,18,78,596
49,100,16,89,603
50,98,12,83,603
50,103,20,84,612
62,114,25,79,593
46,116,30,87,612
44,115,21,78,594
49,98,9,73,597
54,104,15,76,619
66,99,23,81,599
66,91,8,96,611
45,89,7,87,605
56,100,17,85,603
55,100,20,89,603
50,101,18,88,601
54,96,15,83,605
44,104,16,88,601
52,101,17,82,601
53,102,14,85,605
44,98,5,92,618
68,92,14,88,599
51,98,25,91,603
47,95,10,101,607
63,92,7,91,613
43,117,26,97,612
57,110,21,94,602
42,112,8,93,612
54,97,19,87,604
56,96,20,82,602
55,105,17,84,603
53,102,15,84,599
48,97,16,85,598
54,100,18,83,601
53,105,16,84,601
51,99,20,88,599
46,103,16,82,602
52,103,17,81,594
54,105,17,88,608
53,89,12,93,622
45,98,22,85,612
65,109,28,74,609
67,93,16,95,616
57,101,27,79,611
37,111,21,99,613
55,98,19,84,602
56,97,16,84,602
53,101,14,86,604
51,100,12,82,595
55,101,19,86,599
55,101,14,83,608
55,100,16,95,619
44,106,29,90,619
52,96,32,81,596
48,121,27,89,618
40,117,31,77,617
47,115,21,88,616
47,109,11,96,613
61,97,8,99,616
54,99,19,99,618
58,103,17,81,598
57,99,15,81,606
54,98,14,87,605
51,103,17,86,599
53,100,19,81,598
47,97,15,83,599
43,97,17,87,606
52,103,16,84,605
60,103,12,97,619
59,117,15,95,616
51,101,23,91,619
63,90,6,88,612
66,90,9,87,607
54,101,18,84,605
51,97,16,89,601
56,98,17,81,605
58,99,15,83,604
57,104,20,86,608
50,102,16,88,602
52,99,17,91,603
52,101,20,86,602
51,103,18,83,542
58,97,17,86,601
52,102,13,79,604
47,104,14,88,607
54,100,17,84,619
42,107,21,102,616
44,96,27,82,610
48,112,22,91,601
44,112,30,82,609
69,94,20,85,600
65,93,14,87,599
54,103,17,86,602
48,97,15,82,604
53,95,16,85,608
52,99,22,89,604
59,105,18,85,604
55,98,24,83,605
52,100,18,86,608
50,99,17,86,607
45,100,14,82,603
41,113,21,90,619
46,118,25,84,612
59,115,17,100,616
64,107,16,87,603
64,93,9,98,606
62,93,27,84,609
65,100,26,84,616
58,101,8,77,600
51,98,17,84,600
52,103,21,82,604
50,102,18,84,598
50,100,19,80,600
57,102,18,78,602
47,98,14,83,605
53,101,18,84,604
50,100,16,87,598
54,107,14,87,601
53,103,13,82,604
49,97,17,83,604
55,101,18,85,605
53,103,18,82,612
55,95,14,84,599
50,101,16,85,608
51,100,15,85,603
57,101,15,87,604
45,103,19,87,608
50,104,20,86,600
47,97,14,83,601
49,94,19,85,605
55,100,17,82,602
52,102,15,81,604
44,98,13,85,603
48,96,11,83,600
53,97,15,84,604
55,98,13,82,607
51,100,18,81,604
50,100,18,91,609
53,99,15,84,603
47,101,12,83,608
53,99,14,83,606
48,100,18,83,603
53,100,16,81,606
55,100,12,87,603
53,105,17,85,606
53,101,13,83,603
52,100,16,83,604
47,101,16,86,598
51,98,18,83,605
52,99,18,90,602
56,101,20,82,603
49,101,18,85,606
51,101,12,81,601
43,112,31,88,615
40,94,6,92,620
59,93,30,72,606
66,91,19,74,613
62,116,33,75,598
42,113,26,83,606
38,107,26,71,601
37,112,18,82,604
60,105,22,84,605
52,96,18,82,602
51,99,14,81,603
51,99,18,88,605
49,98,17,84,601
53,102,13,82,601
51,100,18,81,606
54,101,22,79,607
41,113,30,89,600
63,111,29,76,609
51,106,29,78,606
61,102,21,103,619
49,115,28,92,603
53,102,17,86,604
48,106,5,83,617
62,95,7,96,600
60,98,17,80,602
55,105,18,85,603
56,103,16,88,604
55,101,16,86,606
53,99,12,83,592
54,101,18,84,603
51,103,18,84,612
47,109,25,96,605
61,93,2,81,601
57,114,22,93,603
55,96,23,86,617
46,118,6,93,601
49,109,12,80,606
63,108,24,81,602
62,91,9,93,624
51,103,17,82,602
54,104,17,83,606
56,102,13,84,606
46,98,16,82,608
50,98,15,84,608
51,99,18,86,606
53,98,20,82,603
49,98,15,82,604
47,100,16,81,602
65,94,6,89,609
40,114,6,91,616
58,97,22,77,598
39,116,31,74,610
58,94,17,82,603
49,109,22,77,594
51,109,33,83,606
58,94,11,90,611
55,100,15,84,608
49,101,17,83,604
46,103,15,79,606
49,101,18,82,607
53,101,13,81,607
52,96,15,86,608
52,99,19,89,605
52,104,19,96,622
47,103,13,103,544
52,101,16,81,609
54,98,18,82,604
51,104,17,83,604
54,101,15,87,606
56,103,21,84,607
52,99,12,84,604
51,102,12,83,606
61,103,17,84,606
59,106,15,84,608
48,102,18,85,601
54,103,16,82,604
54,101,17,84,607
54,104,20,88,609
51,101,16,87,604
48,99,21,79,602
53,102,12,82,605
50,98,14,83,608
43,113,15,83,609
42,116,30,76,602
46,108,27,83,605
58,113,24,82,623
62,103,14,96,622
42,117,28,88,605
56,102,17,80,604
57,98,12,78,602
45,104,16,82,605
54,99,20,86,606
52,101,16,86,602
52,103,19,85,607
55,104,13,84,608
54,95,16,87,607
44,101,17,71,610
48,99,13,87,618
59,96,17,77,623
45,116,27,72,601
68,89,7,91,603
37,104,23,77,602
69,95,10,96,615
51,111,29,79,608
54,98,18,83,608
53,99,19,82,606
57,101,17,87,603
54,101,22,84,608
47,100,16,82,609
48,100,20,82,609
54,100,18,82,603
51,95,19,83,609
62,91,6,75,599
52,109,13,92,602
57,93,19,78,608
52,96,18,74,616
43,106,18,85,606
67,101,5,95,621
59,92,18,75,601
56,102,13,82,621
50,96,10,83,607
53,99,16,83,611
55,101,15,86,609
46,101,16,81,610
48,100,15,85,608
55,101,19,87,609
53,104,17,85,606
54,99,20,84,609
50,96,17,90,607
58,98,19,83,610
57,102,15,85,607
55,100,18,85,608
53,105,17,84,607
54,99,15,97,625
49,100,6,101,614
47,107,6,95,623
51,98,16,79,609
55,105,17,83,604
48,95,19,85,603
51,104,16,83,607
52,103,16,85,610
49,101,15,87,608
52,100,18,84,606
55,99,16,85,608
45,100,28,80,614
52,107,32,85,610
39,111,18,78,619
68,91,24,72,601
43,104,10,85,610
54,103,18,83,608
52,103,17,88,601
56,102,18,82,604
55,95,19,86,606
57,101,15,81,607
54,100,16,88,606
52,98,16,87,611
55,102,16,85,605
53,107,13,77,602
56,113,9,98,607
69,93,5,98,624
62,99,28,98,611
48,114,13,99,624
67,104,9,94,608
58,104,12,96,622
64,101,7,73,600
57,96,17,91,607
48,100,20,86,612
53,100,17,86,606
52,103,17,84,608
52,100,17,83,607
53,101,16,82,607
55,101,20,86,607
53,97,15,84,607
56,99,15,85,610
66,99,7,95,620
67,94,15,97,625
55,98,11,84,615
47,106,23,92,619
37,116,12,94,614
53,116,27,87,624
48,104,11,79,614
56,105,18,80,610
51,102,16,82,609
54,102,20,84,611
57,102,13,88,609
50,102,20,83,609
54,104,21,84,606
52,102,17,84,609
52,99,19,88,603
64,103,6,99,626
47,116,27,75,615
61,106,7,92,623
59,86,23,100,625
49,100,13,80,610
47,100,23,85,612
51,105,24,88,611
48,98,19,85,605
58,99,14,83,612
50,99,17,87,608
57,106,16,82,611
55,100,17,83,616
53,99,17,82,607
54,96,17,83,608
51,104,17,81,610
52,96,18,84,606
59,103,14,87,608
54,102,16,78,613
52,97,13,82,606
70,96,26,74,616
52,117,32,93,614
62,89,18,74,602
43,114,27,96,615
64,95,18,79,618
52,99,14,86,608
53,102,17,85,609
47,100,15,89,611
52,103,14,85,610
56,102,20,85,606
52,98,16,89,608
54,104,16,86,611
54,100,18,85,606
45,109,26,96,616
50,107,30,76,617
55,108,4,72,609
53,96,27,87,608
43,111,18,83,609
51,89,16,80,626
56,104,30,95,610
56,116,22,90,608
54,94,21,83,608
54,98,15,83,611
50,100,17,81,608
55,97,15,84,609
51,102,16,89,609
56,104,16,83,604
51,101,16,84,612
46,101,20,95,606
67,85,8,74,613
63,97,15,83,610
49,104,15,81,613
48,102,19,88,551
52,109,14,89,610
52,103,13,85,607
51,101,17,85,607
57,98,15,83,605
54,102,17,85,611
51,92,18,82,607
53,104,17,85,612
44,98,14,85,610
47,101,16,77,609
54,99,18,86,615
55,101,18,88,605
58,105,15,84,608
40,108,11,91,608
60,90,7,77,603
49,113,12,94,604
50,95,17,86,619
46,111,5,85,609
50,104,15,88,610
50,99,15,83,609
52,100,19,85,608
56,103,19,86,610
55,100,18,86,610
52,104,14,86,611
53,105,14,83,608
55,104,17,88,605
51,100,15,80,623
63,94,28,100,623
63,88,10,81,603
45,117,24,88,623
58,100,10,82,606
55,102,14,78,611
53,101,16,86,610
59,98,18,84,605
50,102,17,85,610
54,103,17,81,610
55,97,10,83,611
57,104,16,82,611
56,104,13,85,612
50,100,13,84,605
51,105,17,83,612
53,97,14,82,611
51,98,11,83,608
65,95,10,79,605
53,97,19,86,625
54,106,9,91,614
49,113,12,100,626
45,112,11,95,625
64,92,27,76,604
49,112,27,82,625
57,105,14,90,615
52,102,18,83,611
57,98,18,88,608
54,103,17,89,608
54,104,22,90,612
52,100,15,80,608
51,101,13,81,611
52,101,15,83,610
55,102,18,97,624
44,110,31,77,627
57,99,13,82,618
50,117,7,93,612
46,101,10,92,606
43,111,10,87,614
45,112,6,87,615
64,100,14,96,604
54,102,20,86,608
51,102,20,83,609
54,100,13,83,610
55,104,19,84,609
49,102,12,86,610
49,100,18,81,611
44,101,14,85,611
55,100,12,83,614
56,101,21,83,611
52,103,14,85,611
56,101,17,84,609
56,96,16,83,609
51,97,12,85,608
56,102,17,84,608
55,102,18,84,611
47,100,18,81,598
59,98,18,85,612
54,102,19,85,618
48,101,16,82,611
58,105,14,83,613
50,101,16,87,612
51,98,16,85,612
50,105,17,83,610
51,101,12,83,610
63,89,11,83,612
49,114,10,78,608
44,110,22,74,617
47,116,30,73,608
53,99,16,78,614
54,88,10,88,624
51,92,15,87,620
68,97,7,96,627
56,99,19,88,615
56,96,17,84,614
54,102,18,88,610
53,99,16,80,606
48,100,18,88,609
55,102,17,87,617
50,96,12,81,614
53,103,16,82,609
48,102,27,77,616
52,104,17,85,613
56,100,18,84,614
56,100,15,81,615
53,101,11,83,605
52,106,18,84,614
53,101,15,84,613
50,99,15,83,611
47,100,16,86,614
54,103,17,82,614
50,99,15,82,612
52,101,15,84,613
52,88,13,88,616
51,101,14,86,616
58,100,16,86,610
54,103,15,85,609
54,102,15,79,609
41,106,12,84,608
42,115,8,83,627
53,99,6,98,629
48,109,15,85,611
52,105,18,83,605
61,92,7,90,614
47,109,24,90,614
54,104,15,84,616
54,102,18,84,610
53,101,18,88,614
52,103,17,83,612
56,97,12,85,610
50,104,18,87,614
58,103,17,86,612
55,97,16,82,611
48,103,18,87,613
47,103,15,87,611
55,97,15,81,614
49,104,15,84,611
59,101,12,82,623
67,93,17,103,622
56,109,21,93,622
50,115,26,87,629
55,100,17,85,613
51,97,18,80,615
50,96,17,87,613
56,104,11,84,615
52,103,17,85,616
57,107,13,87,613
55,101,14,87,615
57,94,16,86,613
64,91,21,92,615
67,100,30,82,613
55,101,20,78,611
55,110,26,94,630
47,114,27,82,616
54,102,14,85,614
51,101,18,84,613
53,107,16,87,614
55,104,20,80,612
53,106,17,81,611
52,102,16,86,616
54,104,18,89,612
54,105,17,88,612
46,99,15,87,615
52,101,19,86,616
45,111,14,85,609
49,103,14,85,615
51,100,16,83,613
54,100,11,75,627
67,93,9,83,622
50,107,19,96,630
42,118,25,75,613
72,100,11,78,604
49,111,29,81,610
57,100,15,86,616
53,101,13,86,615
50,101,18,85,615
53,101,19,85,612
53,99,18,85,611
54,101,15,83,615
48,102,12,82,613
50,96,16,85,615
53,100,16,81,624
48,97,16,95,609
42,116,29,77,618
45,116,24,84,621
43,115,20,84,620
58,101,19,84,610
52,100,17,89,608
53,100,13,83,617
54,108,16,85,609
55,102,12,83,615
57,99,17,87,617
49,103,14,85,615
52,98,15,83,619
48,106,18,84,616
51,100,15,83,615
52,102,12,81,606
55,100,15,89,615
50,95,13,85,610
51,102,19,78,615
50,101,13,83,610
47,102,20,85,599
58,104,18,86,612
51,100,14,79,615
55,105,20,87,613
52,100,18,86,610
54,103,13,86,613
58,104,18,83,613
51,104,16,85,613
56,104,15,84,611
53,103,19,81,615
51,109,17,82,619
54,106,19,85,614
68,94,11,75,625
54,108,16,80,608
46,117,10,98,630
61,107,9,84,607
65,108,16,87,614
50,114,18,84,616
53,92,21,81,623
43,115,26,85,631
54,103,15,85,613
58,100,20,84,612
57,99,18,86,615
51,107,17,84,618
59,102,18,86,619
55,104,22,85,615
56,100,14,85,617
53,105,15,83,614
53,101,18,87,613
56,101,15,84,614
55,104,16,84,617
53,100,17,89,613
60,105,16,86,614
51,103,16,85,617
50,102,17,88,615
55,102,19,84,617
58,104,16,83,618
53,106,17,88,618
48,104,16,89,614
52,104,18,87,619
53,103,16,83,611
54,99,15,86,618
54,102,15,91,619
56,104,14,83,615
53,107,17,84,616
53,100,15,85,616
53,103,17,86,617
47,102,11,82,618
52,101,14,82,614
59,101,15,90,615
50,98,13,84,616
50,109,20,84,612
48,99,13,83,611
54,102,15,80,615
71,93,7,85,607
49,114,27,78,626
45,108,13,84,609
53,100,10,92,628
48,92,11,92,631
42,113,25,90,630
62,93,7,88,621
52,109,8,85,631
58,100,17,80,610
53,102,12,77,612
53,99,17,83,615
53,104,15,76,617
54,98,16,85,612
53,99,14,83,614
51,99,17,87,614
56,101,18,82,611
56,101,13,86,614
49,102,19,80,615
48,102,14,83,622
50,101,16,87,613
60,99,14,85,619
54,97,24,73,609
44,116,11,92,625
47,112,15,83,623
50,101,16,84,613
60,106,19,86,614
53,100,20,90,618
53,103,13,87,618
49,102,18,84,617
49,97,15,78,612
48,99,17,88,619
54,101,19,82,619
51,100,19,82,619
65,93,16,79,619
58,105,23,78,618
54,106,5,102,627
47,112,17,84,614
71,94,9,78,615
44,109,29,90,618
55,97,16,83,616
51,100,13,86,620
59,108,18,85,617
49,98,14,83,617
54,101,15,88,618
48,99,15,87,621
47,97,14,82,617
57,99,12,88,622
53,99,14,75,609
41,105,16,86,614
65,96,12,93,634
57,96,6,79,623
45,100,6,95,623
50,114,27,88,612
46,106,21,101,629
47,116,21,85,625
56,108,19,88,620
59,105,18,83,617
52,104,14,85,617
52,98,16,83,619
58,100,17,86,620
48,103,17,87,616
54,101,12,85,618
59,106,16,86,616
65,92,16,97,625
55,92,6,93,632
53,107,9,101,637
47,116,22,92,628
58,114,9,80,619
55,101,20,75,613
68,92,26,76,625
62,109,11,98,628
52,102,15,85,616
51,105,18,87,618
53,102,16,83,615
56,99,17,79,617
53,104,17,86,617
57,102,14,84,620
53,96,18,84,614
57,104,19,95,636
66,99,7,88,612
65,91,8,90,628
70,100,7,100,626
62,101,18,94,628
61,99,14,85,619
67,90,22,78,616
46,96,8,94,621
59,99,12,87,617
53,96,22,87,618
59,102,19,86,621
51,97,18,84,619
58,106,18,82,621
56,100,19,87,618
53,96,17,84,617
55,103,16,83,620
58,102,7,81,612
69,101,28,88,611
47,119,30,96,634
66,95,6,94,628
47,106,9,85,625
60,102,19,83,611
53,98,19,84,622
40,108,9,85,635
57,104,16,85,619
52,106,20,85,614
56,104,11,81,619
52,102,20,85,620
52,100,14,85,617
56,106,19,84,617
54,103,15,87,625
51,103,20,81,619
52,102,17,83,620
58,92,31,73,614
42,105,9,87,635
64,90,14,95,629
67,100,18,84,619
69,89,9,89,612
48,114,37,78,624
68,106,13,96,637
74,96,11,97,633
56,99,19,90,617
54,105,19,85,620
61,105,16,90,619
52,101,15,80,611
59,104,17,85,617
52,105,17,87,614
54,102,17,89,621
49,103,18,87,618
53,100,15,86,621
69,109,17,104,633
60,100,19,88,635
58,94,18,78,636
47,115,26,99,626
69,90,12,90,631
47,91,7,94,623
59,105,12,88,621
56,100,19,88,619
50,104,15,83,619
47,102,16,87,618
47,100,18,85,619
51,102,15,84,617
54,101,14,82,622
56,96,19,84,614
51,103,16,89,629
50,102,15,80,630
45,114,9,81,617
63,104,19,81,627
44,93,6,89,612
57,91,25,100,630
57,102,9,101,630
64,105,7,84,623
50,109,27,75,624
57,102,18,88,621
56,105,14,84,620
53,102,20,87,617
57,98,17,86,618
51,97,21,88,617
49,104,13,89,613
51,99,16,85,622
56,102,22,78,615
60,92,8,100,633
50,121,22,102,632
46,114,7,87,613
68,102,23,76,623
62,95,31,91,618
66,107,19,95,634
57,93,12,77,609
59,103,18,82,625
55,100,21,82,617
64,104,18,85,620
46,97,14,84,617
51,99,19,84,617
51,98,13,86,619
51,104,18,87,620
50,103,16,89,619
71,89,17,87,615
41,109,33,77,617
57,112,15,91,631
57,94,13,94,615
58,100,17,84,623
52,119,19,92,625
68,104,17,76,611
69,108,19,80,617
56,113,6,98,631
52,103,18,91,622
52,100,16,85,625
57,101,19,86,619
54,102,16,86,623
56,101,18,88,619
52,102,17,86,620
55,99,18,89,619
59,96,26,87,613
51,104,19,86,621
57,104,19,84,624
57,106,15,90,619
52,105,16,91,620
57,103,18,85,619
52,102,18,84,617
58,103,21,90,621
59,107,19,85,618
57,107,18,90,620
51,103,17,86,617
48,103,16,84,615
54,103,17,86,623
59,104,13,85,622
52,99,16,84,617
53,105,16,87,621
44,120,27,79,618
61,110,9,92,633
54,111,18,79,616
44,108,16,97,623
47,107,16,89,630
68,95,7,80,618
68,104,14,83,612
58,122,26,78,616
46,114,26,87,629
56,103,14,87,617
58,100,15,90,619
54,102,15,88,625
56,104,20,88,626
53,102,22,90,622
59,102,17,87,621
52,99,17,89,620
56,104,17,92,614
53,105,14,87,622
55,101,18,86,619
50,106,18,90,620
52,102,16,85,620
55,97,15,87,623
54,102,14,83,622
57,109,14,87,619
53,104,15,82,619
57,104,15,83,623
53,104,17,84,620
52,104,17,89,624
49,105,13,87,618
51,102,17,84,621
50,98,19,88,619
49,97,15,87,615
55,105,7,100,638
60,116,29,86,632
59,112,8,86,629
66,104,11,99,641
57,94,9,98,627
71,97,9,96,629
64,87,8,97,632
57,93,8,97,615
44,113,31,90,623
58,106,19,86,623
50,107,16,86,621
56,106,17,86,620
52,104,16,91,622
56,103,14,86,620
51,97,18,86,622
53,106,18,87,619
48,109,22,87,623
55,107,16,90,619
54,102,21,87,623
52,101,15,88,619
49,100,16,85,621
55,96,14,86,626
55,107,20,90,619
58,106,16,87,617
53,101,16,84,617
61,101,19,84,623
53,103,19,88,623
51,103,17,89,625
50,105,18,92,620
51,102,13,83,619
53,106,22,83,623
54,104,20,82,622
52,105,17,86,621
57,102,20,90,622
50,101,15,87,615
50,100,15,86,625
56,105,17,82,623
56,100,19,86,624
59,105,16,84,619
53,99,18,90,621
54,96,15,91,625
53,101,13,87,622
48,104,15,86,624
53,107,19,87,624
57,104,15,80,624
52,99,18,84,618
56,102,17,86,620
54,107,19,88,626
54,100,20,86,623
54,102,17,88,622
55,101,18,81,621
55,103,16,84,621
58,105,19,85,623
55,107,16,87,619
55,106,16,85,659
55,103,18,83,621
56,97,16,82,622
49,99,17,86,623
53,101,15,89,622
54,103,17,91,617
51,97,16,87,625
51,103,18,84,625
55,104,20,87,620
52,98,17,85,623
54,104,17,82,618
56,105,17,84,621
56,105,18,92,619
54,102,17,90,625
53,102,16,84,619
56,102,19,86,624
51,100,18,86,616
45,107,18,89,623
55,97,18,88,621
52,102,16,84,624
52,105,16,80,622
54,101,18,85,622
50,103,16,86,622
53,103,14,82,622
52,101,14,86,621
51,107,19,81,617
52,110,21,75,624
54,101,15,85,618
54,105,19,84,620
56,102,17,81,619
57,100,20,92,620
55,105,12,87,625
49,98,15,86,609
47,103,20,90,623
55,105,17,84,624
55,103,17,84,624
50,103,17,84,625
49,105,14,89,623
54,99,16,91,615
51,100,16,89,615
71,94,9,96,623
68,94,9,99,629
66,105,9,99,635
45,120,21,86,621
54,100,18,88,625
52,103,20,90,623
54,108,24,85,620
53,104,18,85,625
54,102,17,84,625
54,99,17,83,622
48,97,16,89,620
59,105,18,88,623
50,103,18,90,623
51,103,19,89,617
55,105,14,92,619
53,102,19,85,623
61,105,16,88,618
49,100,17,88,618
52,97,13,88,622
56,102,17,86,623
48,102,17,88,626
45,99,20,84,625
58,108,19,84,620
54,102,20,87,621
52,105,15,86,624
52,104,16,82,619
54,103,19,86,620
53,104,16,85,625
56,102,16,86,625
52,105,18,87,617
52,102,23,91,621
51,104,15,86,623
50,98,16,88,624
52,101,15,84,626
57,99,17,86,624
54,104,18,85,627
45,118,14,101,621
40,115,29,91,624
70,104,32,82,634
62,98,23,87,614
70,96,13,76,623
56,104,19,81,621
53,103,20,85,620
55,101,17,88,625
56,101,12,87,622
54,103,15,91,622
58,103,12,88,622
52,104,18,83,617
51,103,20,85,622
55,108,18,84,621
53,102,21,85,629
50,102,16,85,625
55,102,21,84,621
48,104,17,84,625
55,101,17,89,624
51,102,16,82,620
52,97,18,87,623
56,102,15,88,621
53,104,18,91,625
47,104,18,86,621
53,104,18,90,627
53,98,17,86,622
55,100,16,86,623
59,105,14,88,621
54,104,16,85,624
49,105,14,86,620
52,101,16,88,624
48,102,13,84,622
60,100,16,77,616
45,101,20,89,636
55,101,25,84,630
64,89,24,89,612
68,93,8,78,617
62,110,20,88,636
47,113,26,91,638
51,112,24,87,614
71,106,25,84,616
49,106,23,85,623
55,101,21,87,622
55,106,21,83,618
60,105,16,81,620
59,105,14,89,625
56,103,17,84,621
48,100,17,88,618
49,99,14,85,620
56,102,19,76,621
64,100,28,84,636
48,100,27,74,620
43,113,26,84,631
43,109,20,85,626
58,104,31,74,619
62,90,8,78,618
59,95,7,95,630
53,106,17,86,624
61,108,17,89,622
55,100,17,88,619
51,99,16,85,621
56,103,17,91,619
61,104,18,83,626
52,106,22,81,622
58,99,12,86,623
52,101,16,82,617
55,98,15,88,622
59,105,13,90,618
50,108,16,85,617
54,104,15,85,614
53,101,17,88,620
56,99,18,91,626
56,108,20,90,621
55,103,20,83,626
58,101,20,86,621
50,102,17,82,609
54,101,15,86,622
57,110,15,83,622
58,103,19,85,626
56,103,15,83,623
52,107,26,85,616
54,115,28,95,638
71,94,13,86,626
64,109,17,88,622
41,89,16,93,632
65,95,7,75,619
47,118,26,76,625
43,121,28,72,623
54,101,12,86,627
51,103,19,86,625
57,103,17,87,625
60,103,15,87,628
53,98,19,87,620
51,102,15,84,623
56,99,22,83,627
54,104,19,90,624
63,114,25,77,616
66,101,15,89,616
42,120,30,76,619
59,96,12,79,628
60,104,18,84,633
63,93,12,74,628
48,113,23,99,636
43,117,33,84,639
72,90,6,87,620
55,108,19,82,627
53,101,16,81,618
51,99,13,80,624
57,101,16,83,623
54,105,17,86,618
55,102,13,85,628
55,102,19,80,621
54,102,15,80,627
52,104,18,89,625
49,103,16,88,621
54,104,21,88,624
55,107,14,86,619
55,105,17,84,623
50,101,15,82,625
47,104,18,83,620
56,99,17,86,624
60,103,16,84,626
54,100,17,86,629
48,102,17,87,621
53,107,17,88,629
56,104,15,83,625
49,101,16,87,616
55,104,18,83,626
71,99,21,74,623
50,122,30,87,619
69,109,25,75,627
43,113,24,95,622
51,121,19,87,625
56,101,18,84,620
54,103,19,79,627
56,103,14,87,629
58,102,16,85,626
59,103,15,85,627
56,109,21,85,623
50,100,12,87,624
57,101,18,85,622
58,101,15,82,625
53,103,18,86,623
60,104,17,82,626
50,102,18,87,618
56,105,19,74,620
63,94,8,90,618
59,114,26,79,617
51,119,24,101,635
59,121,26,97,638
48,108,22,87,623
46,117,27,80,619
54,109,15,81,622
51,102,17,88,626
51,107,21,87,628
56,103,17,91,623
55,105,14,88,624
52,104,15,82,629
59,105,19,87,624
54,106,20,84,621
56,105,19,89,621
56,101,20,89,626
56,109,21,86,626
56,104,17,83,621
57,113,18,87,626
60,108,21,90,622
61,105,17,83,626
59,105,26,89,627
59,101,17,92,625
53,107,17,87,627
55,103,16,86,627
51,101,18,86,628
49,101,17,89,626
53,102,18,88,628
54,100,18,85,624
53,106,17,89,622
49,101,16,91,629
54,102,18,85,620
55,107,14,85,626
61,102,14,87,623
55,106,20,89,626
53,106,19,86,629
57,104,20,88,623
52,107,18,89,629
56,104,19,90,632
56,103,18,88,622
54,102,15,87,626
59,105,14,85,627
51,101,14,86,621
58,106,17,89,624
56,106,15,87,623
55,104,16,82,625
58,104,19,85,622
60,103,17,83,625
55,101,18,86,624
56,98,22,86,633
61,115,10,95,638
50,95,6,93,626
52,116,22,81,615
65,99,13,102,636
72,91,8,99,633
46,107,15,88,622
45,123,23,82,628
58,102,16,85,618
58,106,17,91,626
55,103,16,83,625
55,107,16,88,629
54,104,15,85,626
50,104,14,73,626
59,102,17,89,624
52,89,16,87,628
56,108,18,90,625
54,102,15,94,640
65,92,9,98,633
52,104,12,98,626
58,104,19,84,627
54,107,20,85,622
55,108,19,87,626
57,106,20,85,626
55,94,15,84,623
58,101,12,83,623
58,100,17,90,628
54,103,14,91,627
71,91,7,96,616
45,111,25,75,621
69,92,10,87,633
41,106,17,88,626
51,117,9,79,625
45,115,27,77,619
70,100,12,77,623
51,113,36,74,626
55,95,28,89,625
47,108,13,84,624
57,102,11,84,627
59,106,23,85,624
56,102,16,85,628
54,103,19,87,621
58,105,18,86,626
57,103,15,92,625
54,103,19,87,622
50,105,16,88,633
54,105,14,88,626
54,101,14,82,626
69,94,13,80,632
42,119,32,85,640
51,98,8,98,619
59,104,12,82,621
59,104,18,81,622
55,102,12,88,633
58,105,18,85,625
58,101,15,88,631
52,105,19,89,625
53,106,19,88,629
52,101,11,85,628
57,108,17,87,627
61,89,19,104,621
44,117,30,79,626
48,112,13,104,637
65,104,12,90,640
44,110,17,83,621
51,110,21,76,625
46,109,21,100,641
69,94,8,105,633
50,115,23,86,635
55,107,18,82,620
58,107,18,87,624
51,108,17,90,623
54,106,19,89,627
62,102,19,86,627
54,102,20,88,625
50,103,14,87,625
55,105,18,85,628
59,102,22,90,628
69,96,29,84,623
65,96,7,82,622
46,101,6,88,619
67,101,7,100,642
46,98,12,82,621
58,109,8,86,621
59,103,15,88,625
59,104,17,85,627
50,99,16,85,626
57,103,15,85,627
47,105,16,86,625
47,99,20,85,625
50,106,15,82,628
58,109,16,80,625
50,121,31,96,634
